,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
186590,B0050SYX8W,A35VJC424AGADX,"[0, 1]",5,2012-11-07,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186592,B0050SYX8W,A3TJ2K4LP6V71U,"[0, 1]",3,2012-12-17,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186602,B0050SYX8W,A34L5CQ1DSTB5,"[0, 0]",4,2012-12-10,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186608,B0050SYX8W,A3V7F58M4ZXHIF,"[0, 1]",5,2012-11-10,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186610,B0050SYX8W,A4G51W9PC7TJL,"[0, 0]",5,2013-01-05,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186613,B0050SYX8W,A198GCX33A0XEJ,"[0, 0]",5,2013-03-22,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,3,2013-03
186614,B0050SYX8W,A2IIAQ7VVAHXTD,"[0, 0]",4,2012-12-15,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186618,B0050SYX8W,A1C86PASF68PH,"[0, 0]",5,2012-11-08,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186624,B0050SYX8W,ALT8OCGC2LVQ9,"[0, 0]",4,2012-12-02,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186629,B0050SYX8W,ADPEAVHFCNLLC,"[1, 2]",5,2013-01-20,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186630,B0050SYX8W,A12XRMMPDPUPKH,"[0, 0]",5,2012-12-17,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186631,B0050SYX8W,A1I9Z7BQW5ZD0S,"[1, 2]",5,2012-11-09,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186638,B0050SYX8W,A25NSTXNN16KG8,"[2, 4]",5,2012-11-08,2,4,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186640,B0050SYX8W,ACY0O6L1R1HSC,"[0, 0]",5,2013-07-05,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,7,2013-07
186642,B0050SYX8W,AFV2584U13XP3,"[0, 0]",4,2014-07-04,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,7,2014-07
186643,B0050SYX8W,A2QHS1ZCIQOL7E,"[0, 0]",4,2014-04-09,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,4,2014-04
186645,B0050SYX8W,A2DRPL4GAZ0PAI,"[0, 0]",5,2014-01-27,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186646,B0050SYX8W,ABWHLZFEM5SZY,"[0, 0]",5,2013-12-27,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,12,2013-12
186647,B0050SYX8W,APBDZ88BBTN4F,"[2, 3]",4,2012-11-14,2,3,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186654,B0050SYX8W,A1TKDHV7V1QEI7,"[0, 1]",3,2013-04-16,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,4,2013-04
186656,B0050SYX8W,A21GTH20R33D6B,"[1, 20]",1,2012-12-28,1,20,5.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186657,B0050SYX8W,A2YSUZ7R9AGJIU,"[2, 4]",2,2012-12-31,2,4,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186675,B0050SYX8W,AO9PQQ3KM2Y8T,"[1, 1]",5,2012-11-24,1,1,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186676,B0050SYX8W,A3D8VPZNKYIAP0,"[8, 14]",5,2012-11-06,8,14,57.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186677,B0050SYX8W,A26BGHYLTCD5SM,"[0, 0]",4,2013-05-20,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,5,2013-05
186679,B0050SYX8W,AJQB6I00X8WAI,"[0, 0]",2,2014-01-20,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186686,B0050SYX8W,A1MHB1HRR6VPEH,"[2, 5]",1,2014-01-01,2,5,40.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186687,B0050SYX8W,AVAYPIMDXYNRF,"[0, 0]",5,2014-02-13,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,2,2014-02
186688,B0050SYX8W,A27PPRSOP91J1B,"[0, 0]",4,2013-04-24,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,4,2013-04
186689,B0050SYX8W,ADU7S4SLIQ9I8,"[0, 0]",5,2013-01-02,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186692,B0050SYX8W,A1H5XDZZQLFLFT,"[0, 0]",5,2013-08-28,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,8,2013-08
186694,B0050SYX8W,A16H0MIIIBI7VN,"[1, 2]",3,2012-12-14,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186698,B0050SYX8W,A2HM2RMX1CBZGM,"[0, 1]",3,2013-01-02,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186703,B0050SYX8W,A3K91X9X2ARDOK,"[1, 1]",5,2013-01-08,1,1,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186704,B0050SYX8W,APD2EUMNVM4EO,"[0, 0]",5,2013-04-13,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,4,2013-04
186705,B0050SYX8W,ANFMETZP2OODT,"[0, 0]",5,2014-07-01,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,7,2014-07
186706,B0050SYX8W,AROWZGGO4VTJU,"[0, 2]",3,2013-10-31,0,2,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,10,2013-10
186709,B0050SYX8W,A9PAC5VFTDQHF,"[0, 0]",4,2013-11-01,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,11,2013-11
186713,B0050SYX8W,AD22FWT1UA0XS,"[3, 3]",5,2013-11-07,3,3,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,11,2013-11
186718,B0050SYX8W,A3EVHBOSCT1N3Q,"[0, 1]",4,2013-01-03,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186723,B0050SYX8W,A2HKU9Y7ST4IYF,"[3, 3]",5,2014-04-04,3,3,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,4,2014-04
186725,B0050SYX8W,A2IGEPJJYKMOWK,"[1, 2]",5,2012-11-07,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186726,B0050SYX8W,A35L2E8M7S59MQ,"[0, 0]",5,2013-08-27,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,8,2013-08
186727,B0050SYX8W,A3KSCVYT8T93J3,"[0, 0]",5,2013-01-15,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186729,B0050SYX8W,A4D5B7Q8A7PA6,"[4, 6]",4,2012-12-26,4,6,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186738,B0050SYX8W,A3VU9EC95GZ418,"[0, 0]",3,2013-02-26,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,2,2013-02
186739,B0050SYX8W,AKNJ8VVJ87RV,"[1, 2]",5,2012-11-15,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186775,B0050SYY5E,A2GGB5O6W6D8QN,"[0, 0]",5,2013-12-27,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,12,2013-12
186776,B0050SYY5E,A1ITCVZ46MUB3A,"[1, 1]",4,2011-11-21,1,1,100.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186779,B0050SYY5E,ADHEQ1RBC67TV,"[2, 10]",3,2011-11-19,2,10,20.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186783,B0050SYY5E,A2RVBUWCD4XW12,"[0, 0]",5,2011-11-15,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186785,B0050SYY5E,A33M07VZBYRMPY,"[0, 0]",5,2012-07-06,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,7,2012-07
186793,B0050SYY5E,A2LZDPPCDRUBG6,"[1, 2]",5,2012-09-15,1,2,50.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,9,2012-09
186794,B0050SYY5E,A1UOTFEH8Z7QWH,"[0, 0]",5,2012-04-09,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,4,2012-04
186796,B0050SYY5E,AK90KKEF2KNGH,"[0, 0]",4,2012-07-13,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,7,2012-07
186799,B0050SYY5E,A355YWQ2CWZTZ3,"[0, 0]",5,2012-01-31,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186806,B0050SYY5E,A3F6O9EE6JOTH1,"[0, 0]",5,2012-01-02,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186807,B0050SYY5E,A22KRTIWDLOA98,"[1, 1]",5,2014-04-30,1,1,100.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,4,2014-04
186810,B0050SYY5E,A1NJ2GWURL2ONB,"[0, 0]",4,2011-11-28,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186811,B0050SYY5E,AMXE382DCAMQO,"[0, 6]",3,2011-11-25,0,6,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186813,B0050SYY5E,A31QDMEOY18XHO,"[1, 1]",5,2011-11-22,1,1,100.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186814,B0050SYY5E,A1XM302GQAWYG,"[2, 4]",4,2011-11-15,2,4,50.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186815,B0050SYY5E,AKSCT5KHU7RI0,"[0, 0]",5,2014-01-27,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,1,2014-01
186816,B0050SYY5E,A6UW2KEO5UOSA,"[0, 0]",4,2012-05-02,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,5,2012-05
186823,B0050SYY5E,A4818P7ZG0ABQ,"[0, 0]",5,2013-10-15,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,10,2013-10
186826,B0050SYY5E,A1WLE5121F7M00,"[0, 1]",2,2014-01-03,0,1,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,1,2014-01
186828,B0050SYY5E,A10BSS8EZFU0RZ,"[0, 0]",5,2013-01-17,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,1,2013-01
186829,B0050SYY5E,A1MRL66BXLXD1A,"[0, 0]",5,2013-11-19,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,11,2013-11
186834,B0050SYY5E,ANUXCX8I7HYN7,"[0, 0]",4,2012-08-30,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,8,2012-08
186843,B0050SYY5E,AJRY0OJ1JFOS4,"[0, 0]",3,2013-06-05,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,6,2013-06
186844,B0050SYY5E,A7J4XWOGBHXQL,"[0, 0]",4,2012-07-08,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,7,2012-07
186846,B0050SYY5E,AVGOUVT61P47I,"[0, 0]",5,2013-11-18,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,11,2013-11
186847,B0050SYY5E,ADX6KUX4WWSJD,"[0, 1]",4,2013-02-03,0,1,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,2,2013-02
186859,B0050SYY5E,ABQWMANK4AR63,"[4, 6]",5,2011-11-16,4,6,67.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186861,B0050SYY5E,A2WUIO8OKEQR9W,"[0, 0]",4,2012-06-12,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,6,2012-06
186865,B0050SYY5E,A197CFV79V331Z,"[0, 0]",4,2011-12-05,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,12,2011-12
186871,B0050SYY5E,A3TNW8Z7Y1QSRQ,"[1, 3]",3,2013-01-11,1,3,33.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,1,2013-01
186877,B0050SYY5E,A2YSY26ZVMNNV2,"[0, 0]",5,2012-01-10,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186878,B0050SYY5E,A3OZ6WIHZNUP72,"[0, 0]",4,2012-07-01,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,7,2012-07
186880,B0050SYY5E,A32JMOW0L0QL58,"[0, 0]",5,2011-12-14,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,12,2011-12
186883,B0050SYY5E,A2Q2ADX9C9I5WZ,"[1, 3]",3,2011-12-05,1,3,33.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,12,2011-12
186885,B0050SYY5E,A2BWERY9C2Z7ZJ,"[0, 0]",4,2014-05-19,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,5,2014-05
186889,B0050SYY5E,A2KP4GAQZ7FJWC,"[22, 28]",5,2011-11-15,22,28,79.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186896,B0050SYY5E,A1UFY2YWV81UZB,"[0, 0]",4,2013-05-17,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,5,2013-05
186898,B0050SYY5E,AG8J8NL8QQ1Y0,"[0, 0]",5,2011-11-28,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186903,B0050SYY5E,A2PZRYV6WAEOYT,"[0, 0]",4,2013-11-01,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2013,11,2013-11
186907,B0050SYY5E,A2GI43A75633P2,"[2, 6]",4,2011-11-17,2,6,33.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186909,B0050SYY5E,AO9PQQ3KM2Y8T,"[0, 0]",5,2012-11-24,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,11,2012-11
186910,B0050SYY5E,AV62333WQDAXR,"[2, 2]",5,2011-11-22,2,2,100.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186911,B0050SYY5E,A3D8VPZNKYIAP0,"[0, 0]",5,2011-11-28,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186915,B0050SYY5E,A27PPRSOP91J1B,"[0, 1]",4,2012-06-24,0,1,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,6,2012-06
186918,B0050SYY5E,A2HM2RMX1CBZGM,"[0, 1]",3,2012-11-20,0,1,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,11,2012-11
186919,B0050SYY5E,A276RSP2TXV3CX,"[0, 0]",5,2014-03-01,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,3,2014-03
186920,B0050SYY5E,ARBA3PVDL118W,"[0, 0]",5,2012-01-19,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186921,B0050SYY5E,A2FJ7181BKS0OB,"[0, 0]",5,2014-03-26,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,3,2014-03
186922,B0050SYY5E,A24W8MJLAABJRI,"[1, 1]",4,2012-01-31,1,1,100.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186924,B0050SYY5E,ANFMETZP2OODT,"[0, 0]",5,2014-06-21,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2014,6,2014-06
186925,B0050SYY5E,A27OW0P38B28OP,"[341, 380]",5,2011-11-15,341,380,90.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186926,B0050SYY5E,A32PBNS7SGYRWE,"[0, 0]",5,2012-01-09,0,0,,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2012,1,2012-01
186927,B0050SYY5E,A2IGEPJJYKMOWK,"[3, 5]",5,2011-11-15,3,5,60.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186930,B0050SYY5E,A8NHN9UPML858,"[6, 10]",5,2011-11-15,6,10,60.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186931,B0050SYY5E,A4D5B7Q8A7PA6,"[6, 7]",5,2011-11-23,6,7,86.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
186935,B0050SYY5E,A1MRPX3RM48T2I,"[7, 8]",4,2011-11-18,7,8,88.0,Xbox 360 Games,,Halo: Combat Evolved Anniversary,2011,11,2011-11
187239,B0050SZ0SY,A1GD1G8XXPRYQ8,"[4, 6]",2,2013-10-15,4,6,67.0,PC Games,,Crysis 3 - PC,2013,10,2013-10
187241,B0050SZ0SY,AHNYRCBNPYS9P,"[0, 0]",4,2013-07-18,0,0,,PC Games,,Crysis 3 - PC,2013,7,2013-07
187244,B0050SZ0SY,A30OF3ZLZEJVGT,"[0, 0]",5,2014-03-21,0,0,,PC Games,,Crysis 3 - PC,2014,3,2014-03
187251,B0050SZ0SY,A27GR13SEFSTKN,"[0, 0]",2,2013-07-24,0,0,,PC Games,,Crysis 3 - PC,2013,7,2013-07
187269,B0050SZ0SY,A1GWPAZBGMUAFJ,"[0, 0]",3,2013-09-04,0,0,,PC Games,,Crysis 3 - PC,2013,9,2013-09
187282,B0050SZ0SY,A1OPGFD3DVSOLC,"[0, 0]",4,2014-02-24,0,0,,PC Games,,Crysis 3 - PC,2014,2,2014-02
187291,B0050SZ0SY,A20DRRKAN5Z9Q,"[2, 3]",5,2013-10-11,2,3,67.0,PC Games,,Crysis 3 - PC,2013,10,2013-10
187299,B0050SZ0SY,AMN8IO2QVW5AY,"[0, 0]",4,2013-04-04,0,0,,PC Games,,Crysis 3 - PC,2013,4,2013-04
187301,B0050SZ0SY,A2GQDW495U5S4G,"[0, 0]",5,2013-02-21,0,0,,PC Games,,Crysis 3 - PC,2013,2,2013-02
187302,B0050SZ0SY,A13T4T3QOSII3I,"[0, 0]",4,2013-04-01,0,0,,PC Games,,Crysis 3 - PC,2013,4,2013-04
187305,B0050SZ0SY,A1EHO1RWGS9ALN,"[0, 2]",4,2014-01-30,0,2,,PC Games,,Crysis 3 - PC,2014,1,2014-01
187306,B0050SZ0SY,A2QHS1ZCIQOL7E,"[2, 3]",4,2013-08-16,2,3,67.0,PC Games,,Crysis 3 - PC,2013,8,2013-08
187310,B0050SZ0SY,A1LYN3ZK230TGE,"[1, 1]",3,2014-05-12,1,1,100.0,PC Games,,Crysis 3 - PC,2014,5,2014-05
187321,B0050SZ0SY,A3NQSMTG612AF,"[6, 10]",3,2013-02-20,6,10,60.0,PC Games,,Crysis 3 - PC,2013,2,2013-02
187323,B0050SZ0SY,A3AV53EIA4EO41,"[4, 5]",3,2013-03-14,4,5,80.0,PC Games,,Crysis 3 - PC,2013,3,2013-03
187447,B0050SZ836,A32O98PFC3OP7K,"[2, 3]",5,2012-09-30,2,3,67.0,PC Games,,Borderlands 2 - PC,2012,9,2012-09
187456,B0050SZ836,AGQK3MKEUH5FV,"[2, 2]",5,2013-04-10,2,2,100.0,PC Games,,Borderlands 2 - PC,2013,4,2013-04
187458,B0050SZ836,A32JGNK1JNUSST,"[0, 4]",3,2012-11-25,0,4,,PC Games,,Borderlands 2 - PC,2012,11,2012-11
187459,B0050SZ836,A2OTTBZWWA0U7V,"[0, 0]",4,2013-06-18,0,0,,PC Games,,Borderlands 2 - PC,2013,6,2013-06
187490,B0050SZ836,AU0ONSK6JDV6K,"[2, 2]",5,2012-09-19,2,2,100.0,PC Games,,Borderlands 2 - PC,2012,9,2012-09
187501,B0050SZ836,AC3HCZE2016E7,"[0, 0]",5,2013-01-14,0,0,,PC Games,,Borderlands 2 - PC,2013,1,2013-01
187504,B0050SZ836,A20DRRKAN5Z9Q,"[1, 2]",5,2012-11-08,1,2,50.0,PC Games,,Borderlands 2 - PC,2012,11,2012-11
187506,B0050SZ836,A16WKPOSEGQC3Y,"[0, 0]",5,2012-10-18,0,0,,PC Games,,Borderlands 2 - PC,2012,10,2012-10
187509,B0050SZ836,A13T4T3QOSII3I,"[0, 0]",5,2013-01-17,0,0,,PC Games,,Borderlands 2 - PC,2013,1,2013-01
187513,B0050SZ836,A2AK59AGLZST3N,"[1, 1]",5,2013-12-20,1,1,100.0,PC Games,,Borderlands 2 - PC,2013,12,2013-12
187514,B0050SZ836,A2QHS1ZCIQOL7E,"[2, 3]",4,2012-10-11,2,3,67.0,PC Games,,Borderlands 2 - PC,2012,10,2012-10
187520,B0050SZ836,A13UAIE3K517CQ,"[0, 0]",4,2013-09-16,0,0,,PC Games,,Borderlands 2 - PC,2013,9,2013-09
187521,B0050SZ836,A3CZ51PEAPD0KD,"[1, 1]",5,2012-10-24,1,1,100.0,PC Games,,Borderlands 2 - PC,2012,10,2012-10
187527,B0050SZ836,A3AV53EIA4EO41,"[0, 0]",5,2013-03-14,0,0,,PC Games,,Borderlands 2 - PC,2013,3,2013-03
187749,B0050SZE2G,AHNYRCBNPYS9P,"[4, 6]",4,2012-12-10,4,6,67.0,PC Games,,Far Cry 3 - PC,2012,12,2012-12
187750,B0050SZE2G,A32O98PFC3OP7K,"[0, 0]",4,2013-10-14,0,0,,PC Games,,Far Cry 3 - PC,2013,10,2013-10
187758,B0050SZE2G,A1CQGAPQMN41LV,"[4, 6]",4,2012-12-24,4,6,67.0,PC Games,,Far Cry 3 - PC,2012,12,2012-12
187763,B0050SZE2G,A30OF3ZLZEJVGT,"[0, 0]",5,2014-03-16,0,0,,PC Games,,Far Cry 3 - PC,2014,3,2014-03
187768,B0050SZE2G,A38C12950IM24P,"[0, 0]",5,2014-01-03,0,0,,PC Games,,Far Cry 3 - PC,2014,1,2014-01
187772,B0050SZE2G,A1DNWEQ976GJ6Y,"[1, 3]",5,2013-02-10,1,3,33.0,PC Games,,Far Cry 3 - PC,2013,2,2013-02
187776,B0050SZE2G,ANQUC4ZM40ZU9,"[1, 1]",3,2013-09-09,1,1,100.0,PC Games,,Far Cry 3 - PC,2013,9,2013-09
187778,B0050SZE2G,A2IJ8OWXSJQV27,"[0, 0]",4,2013-07-27,0,0,,PC Games,,Far Cry 3 - PC,2013,7,2013-07
187783,B0050SZE2G,A20TZ1MQ0KMJRR,"[1, 4]",3,2013-02-18,1,4,25.0,PC Games,,Far Cry 3 - PC,2013,2,2013-02
187787,B0050SZE2G,AU0ONSK6JDV6K,"[3, 4]",5,2013-01-02,3,4,75.0,PC Games,,Far Cry 3 - PC,2013,1,2013-01
187788,B0050SZE2G,A31EPM43P67YM6,"[15, 32]",1,2013-01-02,15,32,47.0,PC Games,,Far Cry 3 - PC,2013,1,2013-01
187800,B0050SZE2G,A2KWUY2TRADYLG,"[0, 0]",5,2013-03-27,0,0,,PC Games,,Far Cry 3 - PC,2013,3,2013-03
187801,B0050SZE2G,ACUYXGCMWVF7S,"[16, 19]",5,2013-01-08,16,19,84.0,PC Games,,Far Cry 3 - PC,2013,1,2013-01
187806,B0050SZE2G,A8RGWWCC1PVMQ,"[102, 122]",5,2012-12-04,102,122,84.0,PC Games,,Far Cry 3 - PC,2012,12,2012-12
187807,B0050SZE2G,AUU4G4TASZUWV,"[2, 3]",5,2013-03-21,2,3,67.0,PC Games,,Far Cry 3 - PC,2013,3,2013-03
187810,B0050SZE2G,A13T4T3QOSII3I,"[0, 0]",5,2013-10-14,0,0,,PC Games,,Far Cry 3 - PC,2013,10,2013-10
187812,B0050SZE2G,A3NMEF3MJ0A3PL,"[0, 0]",5,2014-06-29,0,0,,PC Games,,Far Cry 3 - PC,2014,6,2014-06
187814,B0050SZE2G,A2QHS1ZCIQOL7E,"[5, 6]",5,2013-03-06,5,6,83.0,PC Games,,Far Cry 3 - PC,2013,3,2013-03
187815,B0050SZE2G,A3TXQIOHXRCDFC,"[2, 3]",5,2013-02-01,2,3,67.0,PC Games,,Far Cry 3 - PC,2013,2,2013-02
187817,B0050SZE2G,A1LYN3ZK230TGE,"[5, 8]",4,2012-12-09,5,8,62.0,PC Games,,Far Cry 3 - PC,2012,12,2012-12
187818,B0050SZE2G,AJNNNF726KSEA,"[1, 3]",4,2012-12-28,1,3,33.0,PC Games,,Far Cry 3 - PC,2012,12,2012-12
187825,B0050SZE2G,A358CBXDEJYBCG,"[3, 4]",5,2013-01-07,3,4,75.0,PC Games,,Far Cry 3 - PC,2013,1,2013-01
187827,B0050SZE2G,A9PAC5VFTDQHF,"[1, 1]",4,2013-11-01,1,1,100.0,PC Games,,Far Cry 3 - PC,2013,11,2013-11
187829,B0050SZE2G,A3AV53EIA4EO41,"[1, 2]",5,2013-03-14,1,2,50.0,PC Games,,Far Cry 3 - PC,2013,3,2013-03
188250,B0053B5RGI,A3DIS5O83SQJWW,"[0, 0]",5,2014-01-23,0,0,,Nintendo 3DS Games,,Pokemon X,2014,1,2014-01
188255,B0053B5RGI,AOB5695UUUJ0,"[2, 2]",5,2013-10-15,2,2,100.0,Nintendo 3DS Games,,Pokemon X,2013,10,2013-10
188270,B0053B5RGI,A1GWL4XS2ZXGG8,"[1, 1]",4,2013-11-23,1,1,100.0,Nintendo 3DS Games,,Pokemon X,2013,11,2013-11
188274,B0053B5RGI,A2OUKHGJ85XN4U,"[0, 0]",5,2014-05-03,0,0,,Nintendo 3DS Games,,Pokemon X,2014,5,2014-05
188275,B0053B5RGI,ATBR7F7455PTZ,"[15, 119]",1,2013-10-29,15,119,13.0,Nintendo 3DS Games,,Pokemon X,2013,10,2013-10
188276,B0053B5RGI,A30JPZ9TZ7I61U,"[1, 1]",5,2013-11-04,1,1,100.0,Nintendo 3DS Games,,Pokemon X,2013,11,2013-11
188289,B0053B5RGI,ARNEUO7BF3J55,"[1, 4]",4,2013-10-15,1,4,25.0,Nintendo 3DS Games,,Pokemon X,2013,10,2013-10
188291,B0053B5RGI,A1ZR8AIM298DFT,"[0, 32]",1,2014-04-11,0,32,,Nintendo 3DS Games,,Pokemon X,2014,4,2014-04
